,word,a_mean,v_mean,freq1,pos1,freq2,pos2,letter_count
2389,commissioner,3.25,4.68,1281.0,n,24,NoC,12
2391,commitment,4.26,6.33,6970.0,n,70,NoC,10
2392,committee,3.56,5.52,21575.0,n,217,NoC,9
2393,commodity,3.75,5.86,1475.0,n,15,NoC,9
2402,communication,4.16,6.73,9590.0,n,96,NoC,13
2406,communist,5.1,3.22,3852.0,n,13,NoC,9
2407,community,3.8,6.09,26289.0,n,272,NoC,9
2412,companion,4.06,7.25,2494.0,n,25,NoC,9
2414,company,3.29,5.64,57754.0,n,579,NoC,7
2418,comparison,2.92,5.11,4600.0,n,46,NoC,10
2428,compensation,4.73,6.55,3191.0,n,32,NoC,12
2430,competence,3.72,6.15,1593.0,n,16,NoC,10
2432,competition,5.75,5.33,10119.0,n,101,NoC,11
2434,competitor,6.32,4.45,2234.0,n,22,NoC,10
2438,complaint,4.29,3.21,4252.0,n,45,NoC,9
2441,completion,4.24,7.38,2532.0,n,25,NoC,10
2442,complex,4.6,4.21,1914.0,n,28,NoC,7
2444,complexity,5.13,5.37,2225.0,n,22,NoC,10
2445,compliance,2.85,5.18,1248.0,n,13,NoC,10
2448,complication,4.55,3.05,1207.0,n,12,NoC,12
2453,component,4.27,5.62,5263.0,n,58,NoC,9
2455,composer,3.36,6.42,1470.0,n,15,NoC,8
2457,composition,3.4,5.52,2720.0,n,27,NoC,11
2459,compound,3.5,5.62,966.0,v,20,NoC,8
2467,compromise,3.36,5.62,902.0,v,19,NoC,10
2472,computer,4.92,6.84,16976.0,n,174,NoC,8
2474,computing,3.67,6.09,906.0,n,19,NoC,9
2485,concentration,4.0,5.45,5987.0,n,60,NoC,13
2486,concept,2.9,4.89,9093.0,n,91,NoC,7
2487,conception,6.09,6.0,2337.0,n,23,NoC,10
2488,concern,4.7,5.05,6426.0,v,121,NoC,7
2490,concert,5.17,7.0,2648.0,n,26,NoC,7
2492,concession,3.71,5.32,1788.0,n,18,NoC,10
2497,conclusion,3.95,4.8,7498.0,n,75,NoC,10
2509,condition,4.15,4.32,23742.0,n,237,NoC,9
2517,conduct,3.64,5.21,5068.0,v,29,NoC,7
2524,conference,2.95,5.1,11243.0,n,112,NoC,10
2531,confidence,4.04,6.71,7101.0,n,71,NoC,10
2535,configuration,3.45,4.58,1331.0,n,13,NoC,13
2539,confirmation,3.83,5.71,1171.0,n,12,NoC,12
2541,conflict,5.41,3.05,932.0,v,70,NoC,8
2547,confrontation,5.16,2.57,1225.0,n,12,NoC,13
2551,confusion,4.64,3.32,2955.0,n,30,NoC,9
2560,congregation,3.2,5.16,1223.0,n,12,NoC,12
2561,congress,3.61,3.55,5544.0,n,56,NoC,8
2570,connection,4.45,6.0,7172.0,n,56,NoC,10
2576,conscience,3.95,5.9,1462.0,n,15,NoC,10
2579,consciousness,3.33,6.48,2563.0,n,26,NoC,13
2583,consensus,3.0,5.74,1798.0,n,18,NoC,9
2584,consent,3.88,6.42,3394.0,n,34,NoC,7
2586,consequence,4.31,3.86,7844.0,n,79,NoC,11
2587,conservation,3.17,5.2,3603.0,n,25,NoC,12
2594,consideration,3.45,6.4,7808.0,n,78,NoC,13
2606,conspiracy,5.74,3.42,1136.0,n,12,NoC,10
2608,constable,3.1,5.2,1817.0,n,22,NoC,9
2612,constituency,2.61,4.1,2653.0,n,27,NoC,12
2614,constitution,3.35,5.47,3854.0,n,42,NoC,12
2617,construction,3.73,5.53,6366.0,n,66,NoC,12
2622,consultant,2.76,6.05,3184.0,n,32,NoC,10
2623,consultation,4.84,5.29,2884.0,n,29,NoC,12
2625,consumer,3.82,5.95,6663.0,n,67,NoC,8
2627,consumption,3.76,4.65,3228.0,n,33,NoC,11
2628,contact,3.33,6.17,5833.0,v,83,NoC,7
2632,container,3.57,5.7,1536.0,n,16,NoC,9
2637,contemporary,3.81,5.95,1038.0,n,10,NoC,12
2638,contempt,4.61,3.22,1151.0,n,13,NoC,8
2641,content,3.17,6.7,7116.0,n,75,NoC,7
2645,contest,3.77,5.85,820.0,v,17,NoC,7
2647,context,3.18,5.0,9687.0,n,98,NoC,7
2648,continent,3.24,6.05,1940.0,n,19,NoC,9
2655,continuity,2.32,5.71,1344.0,n,14,NoC,10
2660,contract,3.95,5.1,1780.0,v,159,NoC,8
2662,contractor,4.26,4.7,1542.0,n,16,NoC,10
2664,contradiction,5.0,3.79,1482.0,n,15,NoC,13
2667,contrary,3.71,4.5,845.0,n,13,NoC,8
2668,contrast,4.23,5.3,1356.0,v,66,NoC,8
2670,contribution,3.18,6.58,8130.0,n,82,NoC,12
2672,control,4.76,4.43,13240.0,v,270,NoC,7
2673,controller,4.08,4.43,1145.0,n,12,NoC,10
2676,controversy,6.09,3.21,2126.0,n,21,NoC,11
2683,convention,3.67,5.0,4673.0,n,47,NoC,10
2686,conversation,2.65,6.72,6515.0,n,65,NoC,12
2690,conversion,4.79,5.59,2404.0,n,24,NoC,10
2695,conviction,4.67,3.89,2801.0,n,28,NoC,10
2704,cooking,4.19,6.77,1567.0,n,16,NoC,7
2711,cooperation,3.32,6.62,1221.0,n,12,NoC,11
2721,copper,4.14,5.6,1656.0,n,19,NoC,6
2723,copy,3.15,5.22,1960.0,v,85,NoC,4
2725,copyright,2.96,4.43,980.0,n,11,NoC,9
2733,core,3.24,6.19,3346.0,n,36,NoC,4
2736,corn,3.43,5.95,1212.0,n,12,NoC,4
2740,corner,3.38,4.83,8729.0,n,90,NoC,6
2752,corps,3.52,4.24,1177.0,n,12,NoC,5
2753,corpse,4.89,2.45,1153.0,n,12,NoC,6
2760,correlation,3.23,5.09,1738.0,n,18,NoC,11
2762,correspondence,5.05,6.59,1517.0,n,16,NoC,14
2763,correspondent,3.55,5.32,2118.0,n,23,NoC,13
2765,corridor,3.53,4.76,2798.0,n,28,NoC,8
2768,corruption,4.86,3.0,1423.0,n,15,NoC,10
2777,cost,4.9,4.11,10167.0,v,269,NoC,4
2779,costume,4.78,6.05,1042.0,n,12,NoC,7
2781,cottage,2.95,6.63,3422.0,n,40,NoC,7
2782,cotton,2.48,6.05,2172.0,n,23,NoC,6
2786,council,3.86,5.0,34496.0,n,348,NoC,7
2791,count,2.3,5.89,4798.0,v,32,NoC,5
2794,counter,2.47,5.22,1102.0,v,20,NoC,7
2798,counterpart,3.4,5.38,1581.0,n,17,NoC,11
2802,country,3.71,6.14,48177.0,n,486,NoC,7
2803,countryside,2.7,6.94,3933.0,n,39,NoC,11
2804,county,3.4,5.18,9745.0,n,129,NoC,6
2805,coup,4.64,4.74,1690.0,n,18,NoC,4
2807,couple,4.95,7.11,1662.0,v,138,NoC,6
2810,courage,5.0,7.67,1715.0,n,19,NoC,7
2813,court,4.43,3.52,29976.0,n,344,NoC,5
2815,courtesy,4.3,6.79,1068.0,n,11,NoC,8
2821,cousin,2.6,6.11,2459.0,n,25,NoC,6
2824,covenant,4.0,5.21,1372.0,n,14,NoC,8
2825,cover,3.76,5.59,19015.0,v,56,NoC,5
2826,coverage,3.19,5.77,1957.0,n,22,NoC,8
2830,cow,2.95,5.42,2278.0,n,26,NoC,3
2843,crack,5.25,2.68,1712.0,v,19,NoC,5
2849,craft,4.04,6.38,2104.0,n,25,NoC,5
2864,crash,4.55,2.9,2329.0,v,23,NoC,5
2877,cream,3.8,6.56,2638.0,n,33,NoC,5
2883,creation,5.35,6.85,4957.0,n,50,NoC,8
2887,creature,4.77,6.06,3738.0,n,39,NoC,8
2891,credit,4.38,5.0,1035.0,v,77,NoC,6
2905,crew,3.38,5.83,4103.0,n,40,NoC,4
2908,cricket,3.22,5.71,3132.0,n,34,NoC,7
2909,crime,5.68,1.95,8637.0,n,89,NoC,5
2910,criminal,4.49,2.11,990.0,n,16,NoC,8
2916,crisis,6.29,2.05,6352.0,n,65,NoC,6
2919,critic,4.25,4.1,3859.0,n,39,NoC,6
2921,criticism,5.95,3.84,5932.0,n,59,NoC,9
2932,crop,3.19,5.88,844.0,v,31,NoC,4
2934,cross,3.05,5.67,7210.0,v,46,NoC,5
2945,crowd,5.15,4.48,1078.0,v,56,NoC,5
2947,crown,4.52,6.0,4290.0,n,53,NoC,5
2972,cry,5.45,3.22,6460.0,v,23,NoC,3
2976,crystal,4.1,6.75,1868.0,n,21,NoC,7
2992,cult,5.48,2.77,947.0,n,11,NoC,4
2995,culture,4.06,6.28,10196.0,n,102,NoC,7
2999,cup,2.6,5.94,12294.0,n,134,NoC,3
3000,cupboard,3.52,4.81,1933.0,n,19,NoC,8
3005,cure,4.5,7.81,1551.0,n,11,NoC,4
3007,curiosity,5.9,6.37,1187.0,n,12,NoC,9
3011,currency,4.05,5.9,4041.0,n,43,NoC,8
3012,current,3.25,5.53,1878.0,n,16,NoC,7
3013,curriculum,3.56,5.3,5457.0,n,56,NoC,10
3017,curtain,3.62,5.36,3119.0,n,34,NoC,7
3020,curve,4.52,5.81,1170.0,v,34,NoC,5
3028,custody,4.14,4.74,1470.0,n,15,NoC,7
3029,custom,4.0,5.29,3276.0,n,37,NoC,6
3031,customer,3.4,5.86,11292.0,n,114,NoC,8
3033,cut,5.07,3.9,18511.0,v,58,NoC,3
3043,cycle,4.42,5.64,3592.0,n,40,NoC,5
3045,cylinder,3.14,5.45,1188.0,n,13,NoC,8
3061,dairy,3.9,6.09,1015.0,n,10,NoC,5
3064,damage,4.86,2.98,4672.0,v,93,NoC,6
3071,dance,5.48,7.27,3579.0,v,35,NoC,5
3072,dancer,4.52,6.64,1336.0,n,14,NoC,6
3075,danger,5.84,2.66,7637.0,n,76,NoC,6
3083,dark,4.09,5.08,3706.0,n,31,NoC,4
3086,darkness,4.08,4.71,3317.0,n,34,NoC,8
3088,darling,3.95,7.32,1848.0,n,23,NoC,7
3094,database,3.33,4.75,4432.0,n,44,NoC,8
3095,date,4.33,7.18,6371.0,v,177,NoC,4
3096,daughter,5.0,6.73,11522.0,n,115,NoC,8
3098,dawn,3.1,6.74,1600.0,n,15,NoC,4
3099,day,3.62,6.36,92699.0,n,940,NoC,3
3103,daylight,4.05,6.95,1033.0,n,11,NoC,8
3112,deadline,5.74,3.19,1008.0,n,11,NoC,8
3116,deal,3.9,6.14,16402.0,v,100,NoC,4
3117,dealer,5.42,4.18,3457.0,n,35,NoC,6
3119,death,5.53,1.89,22712.0,n,230,NoC,5
3124,debate,4.86,4.95,1923.0,v,82,NoC,6
3130,debt,5.93,1.95,6835.0,n,73,NoC,4
3131,debut,3.41,5.81,1756.0,n,16,NoC,5
3133,decade,3.61,4.75,6197.0,n,62,NoC,6
3153,decision,3.43,5.5,24233.0,n,243,NoC,8
3155,deck,3.25,5.68,1667.0,n,17,NoC,4
3156,declaration,4.24,5.67,2302.0,n,23,NoC,11
3158,decline,3.6,3.19,3459.0,v,41,NoC,7
3169,decoration,4.05,6.71,1354.0,n,14,NoC,10
3175,decree,3.9,5.33,1057.0,n,11,NoC,6
3184,deed,3.0,5.89,1282.0,n,13,NoC,4
3190,default,4.57,4.16,1042.0,n,10,NoC,7
3191,defeat,4.14,3.74,2680.0,v,33,NoC,6
3194,defect,4.14,2.89,1488.0,n,15,NoC,6
3198,defendant,4.14,4.05,4903.0,n,49,NoC,9
3199,defender,3.76,5.05,1852.0,n,19,NoC,8
3207,deficiency,4.2,2.74,1057.0,n,11,NoC,10
3209,deficit,4.19,2.95,2353.0,n,27,NoC,7
3212,definition,3.14,5.63,6153.0,n,62,NoC,10
3225,degree,4.1,5.63,12996.0,n,131,NoC,6
3227,delay,3.0,3.45,2721.0,v,33,NoC,5
3229,delegate,3.72,5.15,1830.0,n,19,NoC,8
3230,delegation,3.62,5.2,1794.0,n,18,NoC,10
3239,delight,5.02,8.21,1425.0,v,21,NoC,7
3248,delivery,4.04,6.0,4135.0,n,41,NoC,8
3255,demand,5.85,4.1,7992.0,v,139,NoC,6
3262,democracy,5.05,6.16,4302.0,n,46,NoC,9
3263,democrat,5.65,5.54,2975.0,n,30,NoC,8
3271,demonstration,3.53,5.5,3294.0,n,33,NoC,13
3280,density,3.55,5.15,1881.0,n,19,NoC,7
3287,department,2.5,5.33,21939.0,n,219,NoC,10
3289,departure,3.65,4.05,2461.0,n,27,NoC,9
3292,dependence,3.55,3.6,1266.0,n,13,NoC,10
3302,deposit,4.5,6.25,1541.0,v,36,NoC,7
3310,depression,5.2,2.44,2302.0,n,24,NoC,10
3314,depth,4.35,5.8,4120.0,n,41,NoC,5
3315,deputy,4.05,5.3,4853.0,n,51,NoC,6
3324,descent,3.9,5.3,1108.0,n,11,NoC,7
3326,description,3.64,5.24,6634.0,n,66,NoC,11
3330,desert,3.5,5.36,1126.0,v,21,NoC,6
3335,design,3.95,6.8,11810.0,v,148,NoC,6
3338,designer,5.0,5.57,2695.0,n,29,NoC,8
3340,desire,6.2,7.05,1221.0,v,58,NoC,6
3342,desk,2.45,5.56,4871.0,n,49,NoC,4
3345,despair,4.64,3.61,1145.0,n,13,NoC,7
3354,destination,4.57,6.4,1493.0,n,15,NoC,11
3360,destruction,5.62,2.53,2341.0,n,24,NoC,11
3365,detail,3.81,5.67,17584.0,n,178,NoC,6
3370,detective,4.55,5.06,2700.0,n,27,NoC,9
3378,determination,5.52,7.58,2891.0,n,29,NoC,13
3392,developer,3.75,5.89,1870.0,n,19,NoC,9
3393,development,4.23,5.25,37386.0,n,375,NoC,11
3397,device,3.42,5.79,5079.0,n,51,NoC,6
3398,devil,5.4,3.11,1544.0,n,20,NoC,5
3415,diagnosis,4.0,4.62,1832.0,n,19,NoC,9
3418,diagram,3.71,5.47,1810.0,n,18,NoC,7
3421,dialogue,2.86,6.25,1828.0,n,19,NoC,8
3423,diameter,4.04,4.76,1202.0,n,14,NoC,8
3424,diamond,5.82,6.88,1642.0,n,17,NoC,7
3428,diary,3.73,6.0,2549.0,n,26,NoC,5
3440,dictionary,2.91,6.05,2248.0,n,22,NoC,10
3444,diet,3.83,4.42,4201.0,n,46,NoC,4
3446,difference,3.15,4.89,19138.0,n,191,NoC,10
3450,difficulty,4.21,2.57,13177.0,n,132,NoC,10
3460,dignity,3.71,7.2,1294.0,n,13,NoC,7
3464,dilemma,5.19,4.24,1331.0,n,14,NoC,7
3470,dimension,3.73,5.24,2961.0,n,30,NoC,9
3480,dining,4.7,6.77,882.0,n,16,NoC,6
3482,dinner,3.85,6.4,6667.0,n,67,NoC,6
3486,dioxide,3.95,4.58,1396.0,n,14,NoC,7
3497,direction,3.33,5.45,10905.0,n,109,NoC,9
3498,directive,4.3,5.7,2292.0,n,23,NoC,9
3499,director,3.75,4.95,16487.0,n,165,NoC,8
3500,directory,3.33,5.21,1856.0,n,19,NoC,9
3501,dirt,3.44,4.5,963.0,n,10,NoC,4
3503,disability,3.9,2.95,2096.0,n,22,NoC,10
3506,disadvantage,3.9,2.68,1869.0,n,20,NoC,12
3509,disagreement,3.91,2.86,1148.0,n,12,NoC,12
3515,disappointment,4.9,2.79,1680.0,n,17,NoC,14
3519,disaster,6.35,1.71,3318.0,n,34,NoC,8
3523,disc,3.56,5.6,2365.0,n,24,NoC,4
3526,discharge,4.94,3.4,1461.0,v,14,NoC,9
3529,discipline,5.8,5.9,1484.0,v,66,NoC,10
3532,disclosure,3.15,4.71,1089.0,n,12,NoC,10
3541,discount,4.62,5.78,866.0,v,24,NoC,8
3545,discourse,4.27,3.18,2474.0,n,27,NoC,9
3547,discovery,6.04,6.81,3512.0,n,35,NoC,9
3551,discretion,3.57,5.4,1895.0,n,19,NoC,10
3555,discrimination,5.62,2.45,2016.0,n,20,NoC,14
3557,discussion,5.0,6.18,11315.0,n,116,NoC,10
3560,disease,5.5,1.68,10736.0,n,107,NoC,7
3571,dish,3.57,5.7,2917.0,n,30,NoC,4
3580,disk,2.95,5.24,3202.0,n,34,NoC,4
3588,dismissal,4.48,4.05,1603.0,n,17,NoC,9
3593,disorder,4.9,3.76,2211.0,n,25,NoC,8
3608,display,3.81,6.19,5494.0,v,55,NoC,7
3613,disposal,4.42,4.0,2185.0,n,23,NoC,8
3617,dispute,4.55,2.52,1013.0,v,44,NoC,7
3633,distance,3.81,3.89,7692.0,n,75,NoC,8
3638,distinction,3.6,5.05,4853.0,n,49,NoC,11
3649,distress,4.0,3.25,1297.0,n,15,NoC,8
3653,distribution,3.45,5.5,6564.0,n,66,NoC,12
3655,district,3.0,4.9,7574.0,n,93,NoC,8
3658,disturbance,5.19,2.68,1496.0,n,15,NoC,11
3669,diversity,3.21,6.14,1387.0,n,14,NoC,9
3673,division,3.57,4.42,11119.0,n,112,NoC,8
3674,divorce,5.39,2.49,1128.0,v,18,NoC,7
3684,dock,3.44,5.05,1535.0,n,20,NoC,4
3687,doctor,4.05,5.93,13684.0,n,150,NoC,6
3689,doctrine,3.0,4.89,2020.0,n,20,NoC,8
3690,document,2.9,5.42,1099.0,v,95,NoC,8
3692,documentation,3.38,4.84,1178.0,n,12,NoC,13
3698,dog,5.43,7.0,12406.0,n,124,NoC,3
3704,doll,3.51,5.88,989.0,n,12,NoC,4
3705,dollar,5.57,7.39,3700.0,n,37,NoC,6
3707,dolphin,3.0,6.67,1458.0,n,16,NoC,7
3708,domain,3.36,5.05,2025.0,n,22,NoC,6
3712,dominance,5.5,5.19,1095.0,n,11,NoC,9
3720,donation,4.0,7.0,1334.0,n,13,NoC,8
3722,donor,3.76,6.57,1037.0,n,11,NoC,5
3726,door,3.19,5.43,30166.0,n,302,NoC,4
3733,doorway,3.65,5.68,1881.0,n,19,NoC,7
3744,dose,2.95,4.91,3066.0,n,23,NoC,4
3746,dot,3.09,4.84,1136.0,n,16,NoC,3
3749,double,3.38,5.78,2381.0,v,13,NoC,6
3750,doubt,4.33,3.28,2565.0,v,84,NoC,5
3769,dozen,2.95,5.78,861.0,n,36,NoC,5
3772,draft,4.1,5.3,1448.0,v,28,NoC,5
3775,dragon,5.45,6.68,1084.0,n,13,NoC,6
3781,drama,5.14,4.37,3488.0,n,38,NoC,5
3787,draw,3.6,6.18,21778.0,v,15,NoC,4
3790,drawer,3.0,4.67,1604.0,n,16,NoC,6
3794,dream,4.37,7.43,2720.0,v,63,NoC,5
3801,dress,4.73,6.42,5738.0,v,48,NoC,5
3809,drill,5.11,4.73,1046.0,v,11,NoC,5
3810,drink,5.19,6.67,8926.0,v,70,NoC,5
3813,drive,4.19,6.5,16477.0,v,54,NoC,5
3815,driver,3.15,6.39,7806.0,n,80,NoC,6
3822,drop,4.67,4.23,10537.0,v,29,NoC,4
3828,drug,4.48,4.11,1263.0,v,104,NoC,4
3833,drum,4.67,6.05,1529.0,n,16,NoC,4
3846,duck,4.0,6.11,1745.0,n,19,NoC,4
3858,duke,4.21,4.8,2253.0,n,35,NoC,4
3876,duration,3.3,5.43,1876.0,n,19,NoC,8
3880,dust,3.45,3.72,2609.0,n,26,NoC,4
3884,duty,3.71,5.33,11931.0,n,119,NoC,4
3888,dwelling,3.57,5.21,1322.0,n,14,NoC,8
3899,eagle,4.57,6.47,1443.0,n,18,NoC,5
3900,ear,3.5,5.86,5888.0,n,59,NoC,3
3902,earl,3.64,5.15,1427.0,n,24,NoC,4
3909,earth,5.04,6.83,7412.0,n,97,NoC,5
3914,ease,2.45,6.15,2357.0,v,20,NoC,4
3915,east,2.5,6.33,5055.0,n,128,NoC,4
3927,echo,3.61,5.2,1934.0,v,16,NoC,4
3932,economics,3.7,5.2,2877.0,n,29,NoC,9
3933,economy,5.32,3.64,12003.0,n,124,NoC,7
3938,edge,4.65,4.43,9225.0,n,92,NoC,4
3944,edition,3.79,5.3,3166.0,n,33,NoC,7
3945,editor,4.09,5.43,4698.0,n,47,NoC,6
3948,education,4.64,6.58,25987.0,n,260,NoC,9
3953,effect,4.08,5.5,1458.0,v,336,NoC,6
3955,effectiveness,4.95,6.9,2043.0,n,21,NoC,13
3956,efficiency,3.74,6.74,3698.0,n,38,NoC,10
3958,effort,4.12,6.47,13386.0,n,134,NoC,6
3960,egg,3.28,5.95,6220.0,n,62,NoC,3
3965,ego,4.17,4.38,1007.0,n,10,NoC,3
3979,elbow,3.2,5.38,1626.0,n,16,NoC,5
3980,elder,2.5,6.11,935.0,n,10,NoC,5
3983,election,4.23,4.5,15227.0,n,157,NoC,8
3990,electricity,4.3,6.15,3758.0,n,38,NoC,11
3994,electron,3.82,5.33,1530.0,n,16,NoC,8
3996,electronics,4.6,6.5,1483.0,n,15,NoC,11
3999,element,3.9,5.58,11997.0,n,120,NoC,7
4002,elephant,4.23,6.17,1457.0,n,15,NoC,8
4030,embarrassment,5.45,2.72,1351.0,n,14,NoC,13
4031,embassy,3.91,5.3,1259.0,n,15,NoC,7
4044,emergency,6.43,2.72,3707.0,n,43,NoC,9
4049,emission,3.67,4.1,2051.0,n,21,NoC,8
4051,emotion,4.75,6.62,3418.0,n,35,NoC,7
4055,emperor,4.25,4.68,1464.0,n,24,NoC,7
4056,emphasis,4.1,5.26,5512.0,n,55,NoC,8
4059,empire,4.59,5.36,3159.0,n,39,NoC,6
4062,employee,4.65,5.29,8821.0,n,89,NoC,8
4063,employer,4.06,5.3,7180.0,n,73,NoC,8
4064,employment,5.02,6.0,10067.0,n,107,NoC,10
4080,encounter,4.67,5.16,2683.0,v,15,NoC,9
4082,encouragement,5.59,6.7,1489.0,n,15,NoC,13
4086,end,3.95,4.73,15688.0,v,458,NoC,3
4093,ending,4.19,4.23,1280.0,n,11,NoC,6
4102,enemy,5.3,2.22,4872.0,n,49,NoC,5
4105,energy,6.25,6.9,13083.0,n,131,NoC,6
4107,enforcement,4.48,4.67,1286.0,n,13,NoC,11
4111,engagement,5.19,6.65,1717.0,n,17,NoC,10
4112,engine,3.89,5.48,6883.0,n,69,NoC,6
4113,engineer,4.22,5.79,4080.0,n,48,NoC,8
4114,engineering,3.14,6.0,4870.0,n,51,NoC,11
4121,enjoyment,5.48,8.37,1038.0,n,10,NoC,9
4138,enterprise,4.0,6.0,5936.0,n,60,NoC,10
4143,entertainment,6.42,7.59,2150.0,n,23,NoC,13
4144,enthusiasm,4.18,7.14,3010.0,n,30,NoC,10
4145,enthusiast,5.91,6.65,844.0,n,10,NoC,10
4151,entity,3.48,5.19,1805.0,n,18,NoC,6
4154,entrance,3.7,6.05,3375.0,n,34,NoC,8
4159,entry,4.41,4.95,6938.0,n,69,NoC,5
4160,envelope,2.8,5.95,1860.0,n,19,NoC,8
4162,environment,3.45,6.7,14403.0,n,144,NoC,11
4167,enzyme,3.1,5.14,1214.0,n,12,NoC,6
4174,episode,3.67,5.0,2012.0,n,21,NoC,7
4178,equality,4.73,6.75,1468.0,n,16,NoC,8
4181,equation,3.91,5.29,3533.0,n,35,NoC,8
4184,equilibrium,2.5,6.32,1648.0,n,17,NoC,11
4185,equipment,3.04,5.62,8950.0,n,89,NoC,9
4186,equity,3.91,5.41,1990.0,n,22,NoC,6
4187,equivalent,3.95,5.89,2815.0,n,22,NoC,10
4188,era,3.62,5.29,2216.0,n,22,NoC,3
4196,erosion,5.86,3.79,1257.0,n,13,NoC,7
4204,error,4.43,3.36,5945.0,n,59,NoC,5
4211,escape,4.55,5.5,5400.0,v,21,NoC,6
4218,essay,4.0,4.9,2401.0,n,24,NoC,5
4219,essence,3.86,6.75,1945.0,n,20,NoC,7
4222,estate,3.45,5.65,7396.0,n,74,NoC,6
4225,estimate,3.41,5.95,5072.0,v,36,NoC,8
4248,evaluation,5.89,4.86,2983.0,n,30,NoC,10
4252,evening,3.1,7.09,14739.0,n,153,NoC,7
4254,event,5.1,6.21,20839.0,n,208,NoC,5
4261,evidence,3.9,4.72,21454.0,n,215,NoC,8
4264,evil,5.67,2.34,1506.0,n,16,NoC,4
4265,evolution,6.3,5.35,2447.0,n,25,NoC,9
4273,exam,5.17,4.33,1511.0,n,16,NoC,4
4274,examination,4.5,5.05,6232.0,n,62,NoC,11
4277,example,3.55,4.9,43402.0,n,196,NoC,7
4284,exception,4.35,5.25,4380.0,n,44,NoC,9
4286,excess,5.42,4.29,2202.0,n,14,NoC,6
4288,exchange,4.76,5.9,1924.0,v,92,NoC,8
4292,excitement,6.21,7.62,2675.0,n,27,NoC,10
4300,excuse,3.61,4.52,1801.0,v,23,NoC,6
4303,execution,6.0,2.28,1665.0,n,17,NoC,9
4305,executive,4.32,4.95,7921.0,n,91,NoC,9
4309,exemption,4.17,5.37,1258.0,n,13,NoC,9
4310,exercise,5.41,6.33,5035.0,v,79,NoC,8
4317,exhibition,5.38,5.53,6445.0,n,67,NoC,10
4322,exile,5.87,3.32,1194.0,n,12,NoC,5
4324,existence,4.38,6.25,6618.0,n,66,NoC,9
4327,exit,3.18,5.35,1177.0,n,12,NoC,4
4334,expansion,5.7,6.4,3652.0,n,37,NoC,9
4337,expectation,4.5,6.1,4583.0,n,46,NoC,11
4340,expedition,4.5,6.53,1438.0,n,15,NoC,10
4343,expense,4.82,3.9,4744.0,n,47,NoC,7
4345,experience,3.71,6.89,6440.0,v,223,NoC,10
4346,experiment,4.86,6.05,1033.0,v,57,NoC,10
4349,expert,4.05,6.74,5580.0,n,72,NoC,6
4350,expertise,5.95,6.1,2629.0,n,26,NoC,9
4354,explanation,4.05,6.38,6409.0,n,64,NoC,11
4358,exploitation,6.1,2.89,1300.0,n,13,NoC,12
4359,exploration,5.0,6.71,1624.0,n,17,NoC,11
4363,explosion,6.35,3.17,2135.0,n,22,NoC,9
4366,export,3.45,4.79,1823.0,v,40,NoC,6
4369,exposure,5.45,4.81,2160.0,n,24,NoC,8
4370,express,4.79,5.53,11591.0,v,11,NoC,7
4371,expression,4.33,6.15,8756.0,n,88,NoC,10
4377,extension,4.15,5.0,4161.0,n,42,NoC,9
4379,extent,3.68,5.57,10071.0,n,101,NoC,6
4392,extract,3.45,5.15,1789.0,v,15,NoC,7
4402,extreme,6.18,5.65,959.0,n,10,NoC,7
4404,eye,3.95,6.18,39192.0,n,392,NoC,3
4406,eyebrow,2.91,5.26,1368.0,n,14,NoC,7
4416,fabric,2.4,6.05,2860.0,n,29,NoC,6
4420,face,4.59,6.36,17193.0,v,315,NoC,4
4424,facility,4.0,5.33,9713.0,n,98,NoC,8
4425,fact,3.29,6.23,42241.0,n,426,NoC,4
4426,faction,4.1,5.11,1434.0,n,14,NoC,7
4427,factor,3.6,4.9,14960.0,n,150,NoC,6
4428,factory,3.0,4.95,6259.0,n,63,NoC,7
4430,faculty,4.86,5.63,1661.0,n,17,NoC,7
4436,failure,5.0,2.15,8841.0,n,88,NoC,7
4442,faith,3.4,6.44,5298.0,n,54,NoC,5
4449,fall,4.24,3.89,25966.0,v,50,NoC,4
4456,fame,4.63,5.45,1209.0,n,12,NoC,4
4460,family,4.35,7.25,42773.0,n,428,NoC,6
4464,fan,3.7,6.81,1082.0,v,48,NoC,3
4473,fantasy,6.18,7.15,1825.0,n,19,NoC,7
4476,fare,2.3,4.86,1268.0,n,14,NoC,4
4478,farm,3.05,6.22,7189.0,n,86,NoC,4
4479,farmer,3.67,6.14,6678.0,n,72,NoC,6
4481,farming,3.25,5.47,1366.0,n,22,NoC,7
4489,fashion,5.25,5.26,4839.0,n,49,NoC,7
4493,fat,3.89,2.74,2192.0,n,21,NoC,3
4496,fate,5.2,5.38,2317.0,n,23,NoC,4
4500,father,3.68,6.88,23216.0,n,252,NoC,6
4511,fault,4.02,3.53,4149.0,n,43,NoC,5
4521,fax,3.37,5.24,883.0,n,10,NoC,3
4523,fear,6.14,2.93,5453.0,v,93,NoC,4
4530,feather,3.29,6.3,1075.0,n,13,NoC,7
4532,feature,3.91,5.6,3550.0,v,135,NoC,7
4536,federation,3.55,4.68,2255.0,n,23,NoC,10
4537,fee,4.08,2.86,5680.0,n,58,NoC,3
4540,feedback,4.17,5.91,1269.0,n,13,NoC,8
4543,feeling,3.86,6.5,12671.0,n,126,NoC,7
4548,fellow,3.05,6.28,3155.0,n,26,NoC,6
